age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,MOD,monthlyhouseholdincome,target_buy
39,entrepreneur,married,unknown,no,5098,yes,no,telephone,59,5258,yes
40,self-employed,married,Graduate,no,5642,no,no,cellphone,147,6003,yes
38,blue-collar,married,secondary,no,5526,yes,yes,unknown,553,6166,yes
66,management,single,Graduate,no,11483,no,no,cellphone,275,11580,yes
47,management,married,Graduate,no,7306,no,no,telephone,239,7964,no
37,blue-collar,married,secondary,no,5954,yes,no,unknown,402,6011,yes
36,management,single,Graduate,no,4321,yes,yes,cellphone,172,4572,yes
50,blue-collar,married,primary,no,4999,no,no,cellphone,195,5738,yes
76,retired,married,primary,no,7590,no,no,telephone,68,8208,yes
58,management,single,Graduate,no,5331,no,yes,cellphone,82,5881,yes
42,admin.,married,secondary,no,9209,yes,no,unknown,57,9329,yes
58,services,divorced,secondary,no,5462,no,no,cellphone,495,6119,no
28,self-employed,single,Graduate,no,5000,yes,no,cellphone,479,5470,yes
41,technician,married,secondary,no,5000,no,no,cellphone,141,5395,yes
30,management,married,Graduate,no,5151,no,no,cellphone,82,5267,yes
32,management,divorced,Graduate,no,5883,yes,no,cellphone,798,6566,no
27,services,single,secondary,no,5266,no,yes,cellphone,232,5812,yes
48,management,married,Graduate,no,5000,no,no,cellphone,60,5776,yes
36,technician,married,Graduate,no,5491,yes,no,unknown,103,6006,yes
54,management,married,Graduate,no,5003,no,yes,cellphone,443,5446,yes
36,blue-collar,married,secondary,no,5198,yes,no,unknown,400,5726,yes
52,housemaid,married,secondary,no,19363,no,no,unknown,132,19623,yes
34,technician,divorced,secondary,no,5000,yes,yes,cellphone,374,5582,yes
43,technician,married,secondary,no,5136,no,no,cellphone,363,5615,no
32,management,single,Graduate,no,5028,no,no,cellphone,111,5042,yes
33,management,single,Graduate,no,5335,no,no,cellphone,130,5916,yes
51,housemaid,married,unknown,no,5174,no,no,telephone,308,6097,yes
39,unemployed,married,secondary,no,5270,yes,no,unknown,116,5731,yes
44,management,single,Graduate,no,6206,no,no,cellphone,160,7193,yes
49,housemaid,divorced,primary,no,5198,yes,no,unknown,205,5637,yes
25,technician,married,Graduate,no,5914,yes,no,cellphone,185,6293,yes
39,self-employed,married,secondary,no,5031,yes,no,cellphone,61,5673,yes
54,technician,married,secondary,no,5000,no,no,telephone,159,5904,yes
32,management,single,Graduate,no,5347,yes,no,cellphone,213,5709,yes
36,management,married,Graduate,no,5860,yes,no,unknown,294,5940,yes
54,technician,married,secondary,no,5089,yes,no,cellphone,140,5755,yes
31,technician,married,secondary,no,5000,yes,yes,cellphone,71,5838,yes
45,services,married,secondary,no,5000,no,yes,cellphone,47,5134,yes
31,admin.,single,secondary,no,5068,yes,no,cellphone,570,5548,yes
45,technician,married,secondary,no,4851,yes,no,cellphone,287,5292,yes
33,services,divorced,secondary,no,7411,yes,no,cellphone,130,8199,no
46,management,divorced,Graduate,no,5225,yes,no,cellphone,201,5898,yes
43,unknown,single,Graduate,no,7731,no,no,cellphone,11,7745,yes
50,management,married,Graduate,no,5112,yes,no,cellphone,70,5473,yes
44,management,divorced,Graduate,no,5000,no,no,cellphone,54,5989,yes
42,services,married,secondary,no,8620,yes,no,unknown,22,9017,yes
26,blue-collar,single,secondary,no,5179,no,no,cellphone,103,6165,yes
47,admin.,single,secondary,no,6544,yes,no,cellphone,104,7301,yes
48,blue-collar,married,primary,no,5199,no,no,telephone,29,6141,yes
60,blue-collar,married,unknown,no,5231,yes,no,unknown,57,5256,yes
27,admin.,divorced,secondary,no,5076,yes,no,unknown,236,5474,yes
30,unemployed,single,Graduate,no,5302,no,no,cellphone,528,6217,no
28,admin.,single,secondary,no,5189,yes,no,cellphone,68,5193,yes
58,retired,married,primary,no,5565,no,no,telephone,876,5834,no
37,entrepreneur,married,Graduate,no,5310,no,no,cellphone,76,5317,yes
36,services,married,secondary,no,6746,yes,no,unknown,99,7047,yes
39,technician,married,secondary,no,5006,yes,no,cellphone,122,5669,yes
52,unemployed,married,primary,no,4890,no,yes,cellphone,141,5303,yes
55,retired,married,secondary,no,7749,yes,yes,unknown,58,7831,yes
30,management,single,Graduate,no,11495,no,no,cellphone,78,11542,yes
36,blue-collar,single,secondary,no,5035,yes,no,unknown,435,5770,yes
39,admin.,married,secondary,no,4350,no,no,cellphone,123,4776,yes
47,blue-collar,married,primary,no,5292,no,yes,telephone,210,5386,yes
42,housemaid,single,primary,no,10774,yes,no,unknown,54,11073,yes
42,management,married,secondary,no,7416,yes,no,unknown,138,7470,yes
58,retired,married,secondary,no,5035,no,no,cellphone,336,5675,yes
68,retired,married,secondary,no,24317,yes,no,cellphone,249,24662,no
43,technician,married,secondary,no,5050,no,no,unknown,63,5733,yes
44,blue-collar,married,secondary,no,4326,yes,no,unknown,257,5069,yes
49,technician,married,Graduate,no,8726,no,no,cellphone,875,8843,no
57,retired,married,Graduate,no,6180,yes,yes,unknown,191,6460,yes
61,self-employed,divorced,Graduate,no,11610,no,no,cellphone,481,11625,no
36,admin.,single,secondary,no,5319,yes,no,cellphone,120,5962,yes
31,blue-collar,married,secondary,no,6545,yes,yes,cellphone,207,7291,yes
51,technician,married,Graduate,no,6315,no,no,telephone,303,6351,yes
31,technician,single,Graduate,no,5424,no,no,cellphone,93,5693,yes
56,blue-collar,married,primary,no,5151,no,no,cellphone,128,5929,yes
30,technician,single,Graduate,no,4030,no,yes,cellphone,194,4385,yes
38,services,married,secondary,no,4238,yes,yes,unknown,408,5059,yes
35,services,married,secondary,no,5181,yes,no,cellphone,5,6021,yes
31,blue-collar,married,unknown,no,4880,yes,no,cellphone,231,5844,yes
39,admin.,divorced,secondary,no,6022,yes,no,unknown,20,6984,yes
50,management,married,Graduate,no,5078,yes,no,cellphone,218,5385,yes
39,technician,married,Graduate,no,5209,no,no,unknown,36,5309,yes
26,admin.,married,secondary,no,7469,no,no,cellphone,136,8085,yes
55,technician,married,secondary,no,5000,no,no,cellphone,336,5207,yes
43,blue-collar,divorced,primary,no,5328,no,yes,cellphone,192,5662,yes
34,housemaid,married,Graduate,no,5000,no,no,cellphone,141,5308,yes
51,self-employed,married,primary,no,5307,yes,yes,unknown,65,6211,yes
31,management,married,Graduate,no,6384,yes,no,cellphone,203,6390,yes
32,management,married,Graduate,no,5000,no,no,cellphone,104,5469,yes
53,technician,married,secondary,no,5719,yes,no,unknown,230,5974,yes
44,management,divorced,Graduate,no,5000,no,no,cellphone,71,5544,yes
38,entrepreneur,married,Graduate,no,11704,yes,no,unknown,205,12504,yes
47,self-employed,married,Graduate,no,9543,yes,no,unknown,162,10440,yes
36,management,married,Graduate,no,5000,yes,no,unknown,145,5058,yes
30,management,single,Graduate,no,5149,yes,no,unknown,220,5865,yes
46,blue-collar,married,secondary,no,3600,yes,no,telephone,309,4592,yes
33,entrepreneur,married,secondary,no,4882,yes,yes,unknown,421,5832,yes
43,blue-collar,married,secondary,no,7160,no,no,cellphone,261,7562,no
38,management,married,Graduate,no,8452,no,no,cellphone,132,9399,yes
27,technician,single,secondary,no,5842,no,no,cellphone,273,6437,yes
38,management,married,unknown,no,8576,no,no,cellphone,349,9245,no
41,unemployed,married,Graduate,no,6666,no,no,unknown,291,7202,yes
29,technician,married,secondary,no,5000,yes,no,cellphone,83,5421,yes
39,services,married,secondary,no,5000,yes,no,unknown,793,5015,yes
42,blue-collar,single,primary,no,6628,yes,no,cellphone,119,7130,yes
47,services,married,secondary,no,5051,yes,yes,unknown,312,5513,yes
30,blue-collar,single,secondary,yes,5447,no,no,unknown,103,5681,yes
34,admin.,married,secondary,no,5396,yes,no,cellphone,101,6246,yes
45,housemaid,married,primary,no,9994,no,no,unknown,48,10730,yes
43,admin.,married,secondary,no,8215,yes,no,cellphone,228,8631,yes
59,blue-collar,married,primary,no,7814,no,no,unknown,81,8090,yes
50,technician,married,secondary,no,5000,no,no,cellphone,152,5942,yes
39,blue-collar,married,secondary,no,5293,yes,no,unknown,160,6086,yes
36,technician,married,secondary,no,5474,yes,no,unknown,59,6257,yes
44,blue-collar,married,secondary,no,21178,yes,no,cellphone,297,21612,yes
36,technician,married,Graduate,no,5000,no,no,cellphone,147,5182,yes
27,management,single,Graduate,no,5088,no,no,cellphone,143,5164,yes
29,services,married,secondary,no,5308,yes,no,unknown,75,6302,yes
70,retired,married,secondary,no,6164,no,no,telephone,338,6750,yes
44,management,married,Graduate,no,18893,no,no,unknown,29,19370,yes
55,management,married,Graduate,no,5000,yes,no,unknown,159,5164,yes
36,technician,divorced,secondary,no,4565,yes,no,unknown,85,5114,yes
28,technician,single,secondary,no,5389,yes,no,cellphone,15,5693,yes
50,management,divorced,Graduate,no,5356,no,no,cellphone,198,6041,yes
49,technician,married,secondary,no,7718,no,no,unknown,114,8284,yes
71,retired,divorced,Graduate,no,5261,no,no,cellphone,1117,6106,yes
31,admin.,single,secondary,no,5757,no,no,cellphone,343,5992,yes
45,management,single,Graduate,no,5016,no,no,cellphone,59,5840,yes
42,blue-collar,married,secondary,no,4578,no,no,cellphone,31,5200,yes
45,admin.,married,secondary,no,5248,no,no,cellphone,212,5611,yes
47,technician,married,primary,no,5145,yes,no,unknown,157,5901,yes
60,retired,divorced,secondary,no,5598,no,yes,cellphone,96,5763,yes
35,management,married,Graduate,no,5949,yes,no,unknown,245,6116,yes
31,technician,single,Graduate,no,5614,no,no,cellphone,72,6054,yes
33,blue-collar,married,primary,no,6209,yes,no,cellphone,700,7200,yes
50,self-employed,married,Graduate,no,5202,yes,no,cellphone,107,5363,yes
51,blue-collar,married,secondary,no,6840,yes,no,cellphone,312,7608,yes
34,technician,married,secondary,no,5114,yes,yes,cellphone,153,5758,yes
56,services,married,secondary,no,4771,no,yes,cellphone,55,5369,yes
29,services,married,secondary,no,5182,yes,no,telephone,38,5223,yes
31,blue-collar,married,secondary,no,5401,no,no,cellphone,96,5786,yes
44,technician,divorced,unknown,no,5759,yes,no,unknown,397,6482,yes
55,retired,married,secondary,no,9194,no,yes,telephone,208,9765,yes
35,student,single,unknown,no,5000,no,no,telephone,122,5585,yes
36,technician,married,Graduate,no,5629,yes,yes,cellphone,109,5687,yes
54,retired,married,secondary,no,5153,yes,yes,unknown,74,5564,yes
32,management,married,Graduate,no,5553,yes,no,cellphone,72,6136,yes
36,management,divorced,Graduate,no,6057,no,no,cellphone,383,6811,yes
60,retired,married,secondary,no,5078,yes,no,unknown,113,5273,yes
32,technician,single,secondary,no,4972,no,yes,unknown,400,5277,yes
57,management,married,Graduate,no,5929,no,no,cellphone,387,6323,yes
34,blue-collar,married,primary,no,5428,yes,no,cellphone,59,6187,yes
27,student,single,secondary,no,5268,yes,no,cellphone,528,6070,yes
52,management,single,Graduate,no,5083,no,no,cellphone,1223,5570,no
45,admin.,divorced,unknown,no,5998,yes,no,telephone,38,6493,yes
58,admin.,single,secondary,no,7223,no,no,cellphone,1139,7354,yes
39,blue-collar,single,primary,no,5006,yes,no,cellphone,286,5201,yes
48,blue-collar,single,secondary,no,5312,yes,yes,cellphone,369,6053,yes
36,management,single,secondary,no,5000,no,no,cellphone,333,5881,yes
31,technician,single,secondary,no,5691,yes,no,cellphone,198,6615,yes
41,management,married,Graduate,no,5771,yes,no,cellphone,106,5980,yes
30,self-employed,single,secondary,no,5192,no,no,cellphone,423,5991,yes
57,retired,married,Graduate,no,5000,no,no,cellphone,116,5896,yes
29,admin.,single,secondary,no,6070,yes,no,unknown,30,6076,no
29,services,divorced,secondary,no,5084,yes,no,cellphone,1101,5695,no
30,management,single,Graduate,no,5002,no,no,cellphone,102,5400,yes
44,management,married,Graduate,no,6242,yes,no,cellphone,384,6434,yes
33,student,single,unknown,no,10969,no,no,cellphone,156,11329,yes
56,admin.,divorced,secondary,no,8337,yes,no,telephone,99,8783,yes
26,services,single,secondary,no,6347,no,no,telephone,280,7033,no
52,technician,married,secondary,no,5064,no,no,telephone,20,5996,yes
32,management,single,secondary,no,5249,yes,no,unknown,258,6050,yes
36,technician,single,secondary,no,5000,no,no,cellphone,85,5654,yes
26,blue-collar,married,secondary,no,5128,no,no,unknown,355,5635,yes
37,blue-collar,married,secondary,no,5196,yes,no,unknown,66,5506,yes
34,technician,married,secondary,no,5351,yes,no,cellphone,467,5989,yes
26,services,single,secondary,no,10533,yes,no,cellphone,582,10903,yes
32,services,married,secondary,no,5038,yes,no,cellphone,744,5306,no
30,management,single,Graduate,yes,5035,no,no,cellphone,185,5924,yes
27,technician,single,secondary,no,5235,yes,no,cellphone,13,6033,yes
42,admin.,single,secondary,no,5030,yes,no,cellphone,98,5807,yes
33,blue-collar,single,primary,no,5092,yes,no,unknown,127,5418,yes
37,blue-collar,married,secondary,no,5067,no,no,unknown,45,5272,yes
45,blue-collar,married,secondary,no,9022,yes,no,cellphone,244,9994,yes
36,entrepreneur,married,Graduate,no,8057,no,no,unknown,2769,8287,no
39,management,single,Graduate,no,5000,yes,no,cellphone,561,5533,yes
33,management,single,Graduate,no,5349,no,no,cellphone,182,6031,yes
47,services,married,secondary,no,7322,no,no,cellphone,618,8102,yes
49,entrepreneur,married,secondary,no,5167,yes,yes,unknown,198,5915,yes
46,management,divorced,secondary,no,5558,no,no,cellphone,126,5842,yes
31,services,married,secondary,no,4770,yes,yes,cellphone,715,5035,yes
43,unemployed,divorced,secondary,no,9094,yes,no,cellphone,63,9115,yes
30,blue-collar,single,secondary,yes,5239,yes,no,unknown,412,6206,no
43,management,divorced,Graduate,no,5497,no,no,cellphone,66,6372,yes
42,blue-collar,married,secondary,no,5179,yes,no,cellphone,96,6149,yes
30,admin.,single,Graduate,no,5305,no,no,cellphone,633,5913,no
33,management,single,Graduate,no,4933,yes,no,unknown,364,5868,yes
41,admin.,married,secondary,no,9539,no,no,unknown,298,10202,yes
29,blue-collar,single,secondary,no,5770,yes,no,cellphone,341,5845,yes
38,unemployed,married,secondary,no,4327,yes,no,unknown,364,4855,yes
29,technician,married,Graduate,no,5858,yes,no,cellphone,234,6101,yes
80,housemaid,married,primary,no,5000,no,no,cellphone,639,5648,no
38,management,single,Graduate,no,10244,no,no,cellphone,310,11003,yes
36,blue-collar,divorced,primary,no,5117,yes,no,unknown,123,5339,yes
38,self-employed,married,Graduate,no,5846,no,no,cellphone,253,6150,yes
44,management,married,secondary,yes,5000,yes,no,cellphone,96,5070,yes
31,management,married,Graduate,no,6331,no,no,cellphone,297,7010,no
31,services,single,secondary,no,5031,yes,yes,unknown,501,5890,yes
57,admin.,divorced,primary,no,5179,yes,no,cellphone,67,5389,yes
37,blue-collar,married,primary,no,5543,yes,no,unknown,281,5555,yes
50,blue-collar,married,secondary,no,5253,yes,yes,cellphone,475,6069,yes
60,retired,married,primary,no,76188,no,no,cellphone,205,76233,yes
51,management,married,Graduate,no,10108,yes,no,cellphone,272,11099,yes
48,blue-collar,married,secondary,no,6738,yes,no,cellphone,349,6976,yes
42,blue-collar,married,primary,no,4903,yes,no,cellphone,216,4926,yes
36,blue-collar,married,secondary,no,5199,yes,no,cellphone,183,5599,yes
43,management,married,Graduate,no,5489,yes,no,cellphone,130,5628,yes
31,admin.,married,primary,no,5355,yes,yes,unknown,61,5853,yes
49,technician,single,secondary,no,4903,yes,no,unknown,92,5320,yes
35,management,divorced,Graduate,no,5473,no,yes,cellphone,37,6443,yes
44,entrepreneur,married,secondary,no,11649,yes,no,cellphone,354,12293,yes
34,self-employed,married,Graduate,no,5263,no,no,cellphone,203,5531,yes
46,blue-collar,married,secondary,no,5781,no,no,unknown,152,6625,yes
49,blue-collar,married,primary,no,6032,yes,no,unknown,41,6781,yes
32,blue-collar,married,secondary,no,5119,no,no,cellphone,20,5229,yes
35,management,divorced,Graduate,no,5434,yes,no,cellphone,277,5463,yes
51,admin.,married,secondary,no,7967,no,no,unknown,83,8524,yes
57,retired,divorced,secondary,no,4669,yes,no,unknown,531,5502,yes
59,management,married,Graduate,no,6585,no,no,telephone,91,6693,yes
40,services,divorced,unknown,no,9384,yes,no,unknown,315,9394,yes
49,management,single,Graduate,no,5588,no,no,cellphone,70,5936,yes
51,management,married,secondary,no,8180,yes,no,cellphone,384,8574,yes
35,admin.,married,secondary,yes,5000,no,yes,unknown,105,5538,yes
29,self-employed,married,secondary,no,4924,yes,no,unknown,305,5573,yes
32,services,single,secondary,no,5152,yes,no,cellphone,158,5661,no
37,housemaid,divorced,secondary,no,6040,yes,no,cellphone,199,7012,yes
49,unemployed,married,primary,no,4616,yes,no,unknown,25,5535,yes
45,technician,married,unknown,no,5473,yes,no,unknown,147,6246,yes
34,technician,single,secondary,no,5475,yes,no,cellphone,538,5703,yes
53,technician,married,secondary,no,5000,no,no,cellphone,77,5835,yes
42,entrepreneur,married,primary,no,5149,no,no,cellphone,94,5584,yes
43,technician,married,secondary,no,8285,yes,no,unknown,1721,8632,no
52,retired,married,secondary,no,5424,no,no,cellphone,143,6105,yes
34,blue-collar,single,secondary,no,5079,no,yes,cellphone,104,5944,yes
34,technician,divorced,Graduate,no,5674,yes,no,cellphone,587,6598,no
27,services,married,secondary,no,5000,yes,no,cellphone,1608,5776,no
43,unemployed,married,Graduate,no,5058,yes,no,cellphone,48,5966,yes
41,technician,married,Graduate,no,5532,yes,no,cellphone,74,5580,yes
72,retired,married,secondary,no,9130,no,no,cellphone,427,9864,yes
35,blue-collar,married,primary,no,5422,yes,no,cellphone,73,6157,yes
41,management,married,Graduate,no,5437,yes,no,unknown,14,5480,yes
36,blue-collar,divorced,primary,no,4692,yes,no,cellphone,725,5681,no
51,housemaid,married,primary,no,5030,yes,no,cellphone,333,5634,yes
37,self-employed,married,Graduate,no,5137,no,no,cellphone,244,5870,yes
42,admin.,single,secondary,no,4753,yes,yes,telephone,519,5192,no
26,admin.,single,secondary,no,5321,yes,no,cellphone,242,6148,yes
23,services,single,secondary,no,5250,yes,no,cellphone,222,6237,yes
50,management,married,Graduate,no,4530,yes,no,cellphone,130,4663,yes
37,blue-collar,married,secondary,no,5140,yes,yes,cellphone,490,5630,yes
35,management,married,Graduate,no,7793,no,no,cellphone,258,8426,yes
37,management,married,Graduate,no,5410,no,no,cellphone,337,6063,yes
79,retired,divorced,unknown,no,7628,no,no,telephone,220,7914,yes
39,technician,married,secondary,no,5116,no,no,cellphone,79,5711,yes
47,services,married,secondary,no,5000,yes,no,telephone,250,5775,yes
44,blue-collar,married,secondary,no,5878,yes,no,cellphone,130,6284,yes
36,management,single,Graduate,no,7944,no,no,cellphone,882,8196,no
33,blue-collar,single,secondary,no,8975,yes,yes,cellphone,515,9479,yes
42,services,married,secondary,no,5096,yes,no,cellphone,238,5381,yes
35,technician,single,Graduate,no,7288,no,no,telephone,32,8078,yes
31,blue-collar,married,secondary,no,5472,yes,no,unknown,907,5965,yes
58,services,married,primary,no,5065,no,no,unknown,162,5278,yes
46,management,married,Graduate,no,5000,no,no,unknown,70,5057,yes
41,admin.,single,secondary,no,5400,yes,no,unknown,99,5967,yes
58,technician,married,secondary,no,12495,yes,no,unknown,325,13417,yes
33,blue-collar,married,secondary,no,5137,no,yes,cellphone,305,5688,yes
31,unemployed,married,secondary,no,5024,yes,no,cellphone,631,5301,yes
55,technician,divorced,secondary,no,8450,no,no,cellphone,169,8605,no
38,technician,single,secondary,no,5311,yes,no,cellphone,61,6277,yes
55,housemaid,married,secondary,no,5139,no,no,cellphone,256,5737,yes
47,management,single,Graduate,no,5000,no,no,unknown,58,5810,yes
51,housemaid,married,primary,no,5492,yes,no,unknown,142,6137,yes
46,management,single,Graduate,no,5334,yes,no,telephone,36,5749,yes
61,management,married,Graduate,no,5997,no,no,cellphone,106,6044,no
47,management,single,Graduate,no,5440,no,no,cellphone,71,6418,yes
34,technician,married,secondary,no,5047,no,no,cellphone,132,5383,yes
34,blue-collar,married,secondary,no,6298,yes,no,unknown,120,6755,yes
41,management,divorced,Graduate,no,8355,no,no,cellphone,181,9287,yes
36,blue-collar,divorced,secondary,no,4989,no,no,unknown,152,5845,yes
26,blue-collar,single,secondary,no,5396,yes,no,unknown,302,6364,yes
35,management,married,Graduate,no,5008,no,no,cellphone,93,5977,no
36,blue-collar,married,secondary,no,6409,no,no,unknown,235,7281,yes
26,management,single,Graduate,no,5170,no,no,cellphone,129,5296,no
58,management,married,primary,no,7769,yes,no,cellphone,94,8323,yes
50,blue-collar,married,secondary,no,7320,yes,no,cellphone,310,7882,yes
61,retired,married,secondary,no,5076,yes,no,cellphone,195,5200,yes
28,technician,single,secondary,no,7034,yes,no,unknown,196,7135,yes
49,blue-collar,single,primary,no,8018,yes,no,unknown,93,8824,yes
74,retired,married,secondary,no,5921,no,no,telephone,394,5955,no
53,blue-collar,married,secondary,no,5483,yes,no,cellphone,288,5742,yes
46,self-employed,married,secondary,no,5390,yes,no,cellphone,208,5935,yes
47,management,married,Graduate,no,5000,no,no,cellphone,508,5402,no
42,blue-collar,single,primary,no,5092,no,no,cellphone,86,5286,yes
56,services,married,secondary,no,27196,yes,no,cellphone,189,27969,yes
42,technician,married,secondary,no,5002,no,no,unknown,249,5769,yes
49,housemaid,married,primary,no,5249,yes,no,cellphone,450,5415,yes
43,unemployed,single,unknown,no,8274,yes,no,cellphone,680,8557,yes
39,services,married,secondary,no,10731,yes,no,unknown,175,11053,yes
66,retired,married,primary,no,5206,no,no,cellphone,479,6004,no
30,technician,single,Graduate,no,7325,no,no,cellphone,270,7372,yes
38,management,single,Graduate,no,5000,no,no,cellphone,164,5515,yes
31,blue-collar,married,secondary,no,6664,yes,no,cellphone,158,7158,yes
32,technician,married,secondary,no,8333,no,no,cellphone,50,8530,yes
48,technician,married,secondary,no,12020,no,no,cellphone,80,12660,yes
34,admin.,married,Graduate,no,5037,no,no,cellphone,45,5150,yes
28,student,single,secondary,no,5028,no,no,cellphone,220,5762,yes
40,admin.,single,secondary,no,6670,yes,no,unknown,161,7526,yes
36,entrepreneur,married,secondary,no,5134,no,no,unknown,98,5785,yes
52,retired,married,secondary,no,5603,no,yes,unknown,79,5982,yes
46,admin.,married,primary,no,5276,yes,yes,unknown,157,5714,yes
25,technician,single,secondary,no,7157,yes,no,cellphone,339,7335,yes
52,blue-collar,married,secondary,no,5161,yes,no,unknown,274,5731,yes
40,blue-collar,married,primary,no,8658,yes,no,unknown,977,8745,yes
26,management,divorced,Graduate,yes,4598,no,yes,unknown,127,5447,yes
26,blue-collar,single,primary,no,8342,yes,no,unknown,329,8615,yes
35,self-employed,single,secondary,no,6732,no,no,telephone,1441,7159,yes
40,admin.,single,secondary,no,5263,yes,no,unknown,231,5350,yes
31,management,married,Graduate,no,5623,yes,no,cellphone,96,5652,yes
32,admin.,married,secondary,no,8540,yes,no,cellphone,213,9285,yes
33,admin.,married,secondary,no,5095,yes,no,cellphone,335,5824,no
53,services,divorced,secondary,no,5765,yes,no,cellphone,959,6108,no
46,technician,divorced,secondary,no,4176,yes,no,cellphone,429,4260,no
28,management,single,Graduate,no,10549,no,no,cellphone,383,11335,yes
31,blue-collar,married,secondary,no,5191,yes,no,unknown,40,6076,yes
44,blue-collar,married,primary,no,5420,yes,no,unknown,110,6039,yes
35,admin.,married,secondary,no,5000,no,no,unknown,326,5639,yes
50,technician,divorced,unknown,no,7706,yes,no,unknown,179,8292,yes
32,technician,married,secondary,yes,5004,yes,yes,cellphone,132,5031,yes
51,admin.,married,secondary,no,5423,yes,yes,cellphone,95,5687,yes
51,management,married,Graduate,no,4108,yes,yes,cellphone,248,4937,yes
31,blue-collar,married,unknown,no,4880,yes,no,cellphone,100,5795,yes
41,admin.,divorced,secondary,no,4635,yes,no,unknown,226,4794,yes
57,technician,married,Graduate,no,32069,no,yes,unknown,174,32770,yes
34,management,single,Graduate,no,13038,yes,no,cellphone,29,13781,yes
47,technician,married,secondary,no,4062,yes,no,unknown,176,4417,yes
47,admin.,divorced,secondary,no,6139,yes,no,cellphone,106,6984,yes
36,self-employed,married,secondary,no,5189,yes,no,cellphone,136,6030,yes
29,housemaid,single,Graduate,no,5019,no,no,cellphone,110,5792,no
39,technician,married,secondary,no,8663,no,no,cellphone,230,9112,yes
53,blue-collar,single,unknown,no,5000,no,no,unknown,140,5291,yes
47,blue-collar,married,secondary,yes,4386,yes,no,unknown,118,5155,yes
51,technician,divorced,secondary,no,7323,yes,yes,cellphone,151,7976,yes
48,blue-collar,married,secondary,no,5425,yes,no,telephone,693,6041,yes
32,technician,married,secondary,no,10122,no,no,cellphone,31,10209,yes
36,management,divorced,Graduate,no,5608,no,no,cellphone,125,6131,yes
50,unknown,married,primary,no,5341,yes,yes,cellphone,670,5506,no
39,admin.,married,secondary,no,5607,yes,no,cellphone,454,6104,no
31,blue-collar,married,secondary,no,6495,yes,yes,unknown,159,7402,yes
49,admin.,married,secondary,no,5381,no,no,cellphone,504,5990,yes
33,unemployed,divorced,secondary,no,5385,no,no,telephone,29,5521,yes
26,management,single,Graduate,no,6274,yes,no,cellphone,190,6737,yes
27,blue-collar,married,secondary,no,5362,yes,no,unknown,332,5383,yes
51,blue-collar,married,primary,no,5377,yes,no,telephone,143,5753,yes
26,admin.,single,secondary,no,5802,no,no,cellphone,77,5867,yes
45,admin.,married,secondary,no,5194,no,no,cellphone,517,5385,yes
54,technician,married,secondary,no,4685,no,yes,cellphone,2029,4878,no
49,technician,married,Graduate,no,6843,yes,no,cellphone,269,7464,yes
47,technician,married,secondary,no,4991,no,no,cellphone,457,5424,yes
42,housemaid,married,primary,no,5083,no,yes,cellphone,184,5343,yes
50,entrepreneur,married,Graduate,no,5433,yes,no,cellphone,47,5780,yes
37,admin.,married,secondary,no,4893,yes,no,unknown,158,5073,yes
54,blue-collar,married,primary,no,9503,no,no,telephone,168,9977,yes
40,services,married,secondary,no,5051,yes,no,cellphone,50,5999,yes
50,services,married,secondary,no,5961,no,yes,cellphone,757,6828,yes
57,retired,married,secondary,no,5049,yes,yes,cellphone,93,5231,yes
33,technician,married,secondary,no,8470,no,no,cellphone,285,8798,yes
49,technician,married,secondary,no,4853,yes,no,cellphone,390,5328,yes
35,services,married,secondary,no,5000,yes,no,cellphone,146,5488,yes
28,blue-collar,single,secondary,no,5000,yes,no,unknown,386,5165,yes
58,management,married,Graduate,no,5172,no,no,cellphone,145,5796,yes
31,admin.,single,secondary,no,4593,no,yes,cellphone,230,5313,yes
36,management,divorced,Graduate,no,5649,no,no,cellphone,237,6324,yes
49,blue-collar,single,primary,no,6040,no,no,cellphone,474,6380,yes
30,unemployed,married,secondary,no,5142,yes,no,unknown,350,6059,yes
29,services,single,secondary,no,5209,yes,no,cellphone,487,5516,yes
50,management,married,unknown,no,8304,no,no,unknown,1009,9243,yes
26,student,single,Graduate,no,5294,no,no,cellphone,87,5584,no
27,housemaid,married,secondary,no,9848,yes,yes,telephone,82,10564,yes
32,blue-collar,single,secondary,no,6670,yes,no,cellphone,183,6951,yes
62,unknown,married,secondary,no,5367,no,no,telephone,139,5613,yes
34,blue-collar,single,secondary,no,18683,yes,no,unknown,115,19412,yes
25,admin.,single,Graduate,no,6420,no,no,cellphone,124,6557,yes
34,management,single,Graduate,no,5340,yes,no,unknown,633,5651,yes
44,technician,single,secondary,no,6679,no,no,telephone,718,6880,no
38,management,married,Graduate,no,6198,yes,no,cellphone,63,6534,yes
57,admin.,married,secondary,no,5169,no,no,cellphone,180,5960,yes
36,self-employed,married,Graduate,no,5506,no,no,cellphone,47,6024,yes
41,entrepreneur,married,secondary,no,6249,yes,no,cellphone,391,6411,yes
36,management,single,Graduate,no,5678,no,yes,unknown,85,6100,yes
27,management,single,Graduate,no,5212,yes,no,cellphone,373,5830,yes
37,technician,divorced,secondary,no,5023,no,no,cellphone,289,5804,yes
47,management,single,Graduate,no,9402,no,no,telephone,805,10166,no
31,services,divorced,primary,no,5459,yes,no,cellphone,623,5662,no
39,self-employed,married,secondary,no,9722,yes,no,unknown,483,10323,yes
